"","h96","psuid","h88","i1","d1","j3","W5","W5xHH","s1","s28","ssxsc","s25","sd","s26","s2","s7t","s8t","s7a","s8a","s7c","s8c","s38","s15","s18","s19","s22","s24","s24a","s29","s30","s31","s32","s33","s34","s35","s36","s37","sttxsc","s39","s21","s40","s41","TRAVDATE","TRAVDay","TRAVDD","TRAVMM","TRAVYYYY","j14","j37","jjxsc","j36","j36a","j23","j24","j26","j28","j28a","j29","j30","jttxsc","j32","j33","jotxsc","j54","j31","j31a","j31b","j55","j56","j59","j60","jdungross","j34","jd","j57g","j58g","jtotcost","j62"
"671","2002",20132,201,"Person no.3","Day 4","Jrny 1",1.49640125,1.06823244,"Stage 1","No",1,115,115,"10 to under 15 miles","Car",5,"Five",2,"Two",3,"Three",-9,"DNA","Rear passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,-9,"DNA","Last stage (Days 1-6)","Main stage",13231468800,"Sunday",27,"January",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Personal business other","Personal business other","Other personal business",20,"15 under 30 mins",20,20,"15 under 30 mins",20,745,"1200 - 1229","1200 - 1259","Sun",755,"1230 - 1259",765,"1230 - 1259",115,"10 to under 15 miles",115,"West Midlands","West Midlands",-9,"DNA"
"672","2002",20133,41,"Person no.2","Day 3","Jrny 1",1.04631792,1.01109451,"Stage 1","No",1,160,160,"15 to under 25 miles","Car",3,"Three",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Non-Household veh.","Non-Householdold car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13231209600,"Thursday",24,"January",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Work","Commuting","Commuting",30,"30 under 45 mins",30,30,"30 under 45 mins",30,440,"0715 - 0729","0700 - 0759","M-F 0700 - 0759",455,"0730 - 0744",470,"0745 - 0759",160,"15 to under 25 miles",160,"West Midlands","Wales",-9,"DNA"
"673","2002",20133,51,"Person no.1","Day 1","Jrny 2",0.83496131,1,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13231296000,"Friday",25,"January",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Visit friends","Home","Visit friends at private home","Visit friends at private home",30,"30 under 45 mins",30,30,"30 under 45 mins",30,810,"1330 - 1359","1300 - 1359","M-F 1000 - 1459",825,"1330 - 1359",840,"1400 - 1429",10,"1 to under 2 miles",10,"West Midlands","West Midlands",-9,"DNA"
"674","2002",20133,71,"Person no.1","Day 1","Jrny 1",0.92789867,1,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,-9,"DNA","Last stage (Days 1-6)","Main stage",13231814400,"Thursday",31,"January",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Home","Work","Commuting","Commuting",15,"15 under 30 mins",15,15,"15 under 30 mins",15,520,"0830 - 0844","0800 - 0859","M-F 0800 - 0859",527.5,"0845 - 0859",535,"0845 - 0859",10,"1 to under 2 miles",10,"West Midlands","West Midlands",-9,"DNA"
"675","2002",20133,71,"Person no.1","Day 3","Jrny 2",0.93938017,1.01237366,"Stage 1","No",1,40,40,"3 to under 5 miles","Minicab",2,"Two",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","Minicab","Taxi/minicab ",310,"£3 to under £5",-9,"DNA",310,"£3 to under £5","Ordinary adult",10,"8 under 15 mins",10,-9,"DNA","Last stage (Days 1-6)","Main stage",13231987200,"Saturday",2,"February",2002,"No","No",1,"Minicab","Taxi/Minicab","One","Visit friends","Home","Visit friends at private home","Visit friends at private home",10,"8 under 15 mins",10,10,"8 under 15 mins",10,1380,"2300 - 2329","2300 - 2359","Sat",1385,"2300 - 2329",1390,"2300 - 2329",40,"3 to under 5 miles",40,"West Midlands","West Midlands",310,"200-499p"
"676","2002",20133,71,"Person no.1","Day 6","Jrny 5",0.99719541,1.07468137,"Stage 1","No",1,50,50,"5 to under 10 miles","Minicab",5,"Five",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","Minicab","Taxi/minicab ",450,"£3 to under £5",-9,"DNA",450,"£3 to under £5","Ordinary adult",15,"15 under 30 mins",15,-9,"DNA","Last stage (Days 1-6)","Main stage",13232246400,"Tuesday",5,"February",2002,"No","No",1,"Minicab","Taxi/Minicab","One","Other social","Home","Other social","Visit friends elsewhere",15,"15 under 30 mins",15,15,"15 under 30 mins",15,1380,"2300 - 2329","2300 - 2359","M-F Other times",1387.5,"2300 - 2329",1395,"2300 - 2329",50,"5 to under 10 miles",50,"West Midlands","West Midlands",450,"200-499p"
"677","2002",20133,81,"Person no.1","Day 5","Jrny 3",1.02388968,1.16695421,"Stage 1","No",1,8,8,"Under 1 mile","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,-9,"DNA","Last stage (Days 1-6)","Main stage",13230864000,"Sunday",20,"January",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Shopping",10,"8 under 15 mins",10,10,"8 under 15 mins",10,750,"1230 - 1259","1200 - 1259","Sun",755,"1230 - 1259",760,"1230 - 1259",8,"Under 1 mile",8,"West Midlands","West Midlands",-9,"DNA"
"678","2002",20133,81,"Person no.2","Day 3","Jrny 1",0.88826017,1.01237366,"Stage 1","No",1,8,8,"Under 1 mile","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Non-Household veh.","Non-Householdold car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,-9,"DNA","Last stage (Days 1-6)","Main stage",13230691200,"Friday",18,"January",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Eat/ drink with friends (inc. pers. bus. eat/drink pre-1995)","Eat/drink with friends","Visit friends elsewhere",10,"8 under 15 mins",10,10,"8 under 15 mins",10,840,"1400 - 1429","1400 - 1459","M-F 1000 - 1459",845,"1400 - 1429",850,"1400 - 1429",8,"Under 1 mile",8,"West Midlands","West Midlands",-9,"DNA"
"679","2002",20133,131,"Person no.1","Day 4","Jrny 5",0.92174779,1.02291059,"Stage 1","No",1,60,60,"5 to under 10 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,0,"Nil","Last stage (Days 1-6)","Main stage",13232851200,"Tuesday",12,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Visit friends","Visit friends","Visit friends at private home","Visit friends at private home",30,"30 under 45 mins",30,30,"30 under 45 mins",30,1040,"1715 - 1729","1700 - 1759","M-F 1700 - 1759",1055,"1730 - 1744",1070,"1745 - 1759",60,"5 to under 10 miles",60,"West Midlands","West Midlands",-9,"DNA"
"680","2002",20133,131,"Person no.1","Day 5","Jrny 1",0.94616387,1.05000636,"Stage 1","No",1,60,60,"5 to under 10 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,0,"Nil","Last stage (Days 1-6)","Main stage",13232937600,"Wednesday",13,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Work","Visit friends","Visit friends at private home","Visit friends at private home",20,"15 under 30 mins",20,20,"15 under 30 mins",20,420,"0700 - 0714","0700 - 0759","M-F 0700 - 0759",430,"0700 - 0714",440,"0715 - 0729",60,"5 to under 10 miles",60,"West Midlands","West Midlands",-9,"DNA"
"681","2002",20133,141,"Person no.1","Day 1","Jrny 1",0.88108514,1,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,-9,"DNA","Last stage (Days 1-6)","Main stage",13232419200,"Thursday",7,"February",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Home","Food shopping(from 98)","Food shopping(from 98)","Shopping",20,"15 under 30 mins",20,20,"15 under 30 mins",20,720,"1200 - 1229","1200 - 1259","M-F 1000 - 1459",730,"1200 - 1229",740,"1200 - 1229",10,"1 to under 2 miles",10,"West Midlands","West Midlands",-9,"DNA"
"682","2002",20133,141,"Person no.1","Day 1","Jrny 2",0.88108514,1,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,-9,"DNA","Last stage (Days 1-6)","Main stage",13232419200,"Thursday",7,"February",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Food shopping(from 98)","Home","Food shopping(from 98)","Shopping",20,"15 under 30 mins",20,20,"15 under 30 mins",20,800,"1300 - 1329","1300 - 1359","M-F 1000 - 1459",810,"1330 - 1359",820,"1330 - 1359",10,"1 to under 2 miles",10,"West Midlands","West Midlands",-9,"DNA"
"683","2002",20133,141,"Person no.1","Day 5","Jrny 1",0.925145,1.05000636,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,-9,"DNA","Last stage (Days 1-6)","Main stage",13232764800,"Monday",11,"February",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Home","Entertain/ public activity","Entertain/ public activity","Entertain/ public activity",20,"15 under 30 mins",20,20,"15 under 30 mins",20,1126,"1830 - 1859","1800 - 1859","M-F 1800 - 1859",1136,"1830 - 1859",1146,"1900 - 1929",10,"1 to under 2 miles",10,"West Midlands","West Midlands",-9,"DNA"
"684","2002",20133,141,"Person no.1","Day 7","Jrny 1",0.87880268,0.99740949,"Stage 1","Yes",7,5,35,"Under 1 mile","Walk, less than 1 mile",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, less than 1 mile","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",140,-9,"DNA","Last stage (Day 7)","Main stage",13232937600,"Wednesday",13,"February",2002,"No","Yes",7,"Walk, less than 1 mile","Walk","One","Home","Day trip/ just walk","Just walk","Other including just walk",20,"15 under 30 mins",140,20,"15 under 30 mins",140,540,"0900 - 0914","0900 - 0959","M-F 0900 - 0959",550,"0900 - 0914",560,"0915 - 0929",5,"Under 1 mile",35,"West Midlands","West Midlands",-9,"DNA"
"685","2002",20133,151,"Person no.2","Day 6","Jrny 3",0.86224101,1.07468137,"Stage 1","No",1,60,60,"5 to under 10 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,0,"Nil","Last stage (Days 1-6)","Main stage",13230604800,"Thursday",17,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Visit friends","Home","Visit friends at private home","Visit friends at private home",15,"15 under 30 mins",15,15,"15 under 30 mins",15,635,"1030 - 1059","1000 - 1059","M-F 1000 - 1459",642.5,"1030 - 1059",650,"1030 - 1059",60,"5 to under 10 miles",60,"West Midlands","West Midlands",-9,"DNA"
"686","2002",20133,181,"Person no.1","Day 4","Jrny 6",0.9539748,1.02444807,"Stage 1","No",1,50,50,"5 to under 10 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Street","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,0,"Nil","Last stage (Days 1-6)","Main stage",13232160000,"Monday",4,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Escort education","Home","Escort education","Escort education",20,"15 under 30 mins",20,20,"15 under 30 mins",20,1135,"1830 - 1859","1800 - 1859","M-F 1800 - 1859",1145,"1900 - 1929",1155,"1900 - 1929",50,"5 to under 10 miles",50,"West Midlands","West Midlands",-9,"DNA"
"687","2002",20133,181,"Person no.1","Day 5","Jrny 8",0.99389833,1.06732089,"Stage 1","No",1,23,23,"2 to under 3 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Not parked","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Days 1-6)","Main stage",13232246400,"Tuesday",5,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Other escort","Escort home (not own) & other escort","Other escort",10,"8 under 15 mins",10,10,"8 under 15 mins",10,1200,"2000 - 2029","2000 - 2059","M-F Other times",1205,"2000 - 2029",1210,"2000 - 2029",23,"2 to under 3 miles",23,"West Midlands","West Midlands",-9,"DNA"
"688","2002",20133,181,"Person no.2","Day 1","Jrny 4",0.93120855,1,"Stage 1","No",1,13,13,"1 to under 2 miles","Car",3,"Three",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Rear passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,-9,"DNA","Last stage (Days 1-6)","Main stage",13231900800,"Friday",1,"February",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Food shopping(from 98)","Home","Food shopping(from 98)","Shopping",5,"3 under 8 mins",5,5,"3 under 8 mins",5,1135,"1830 - 1859","1800 - 1859","M-F 1800 - 1859",1137.5,"1830 - 1859",1140,"1900 - 1929",13,"1 to under 2 miles",13,"West Midlands","West Midlands",-9,"DNA"
"689","2002",20133,181,"Person no.2","Day 7","Jrny 1",0.96371653,1.03490945,"Stage 1","Yes",7,5,35,"Under 1 mile","Walk, less than 1 mile",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, less than 1 mile","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",35,-9,"DNA","Last stage (Day 7)","Main stage",13232419200,"Thursday",7,"February",2002,"No","Yes",7,"Walk, less than 1 mile","Walk","One","Home","Work","Commuting","Commuting",5,"3 under 8 mins",35,5,"3 under 8 mins",35,500,"0815 - 0829","0800 - 0859","M-F 0800 - 0859",502.5,"0815 - 0829",505,"0815 - 0829",5,"Under 1 mile",35,"West Midlands","West Midlands",-9,"DNA"
"690","2002",20133,181,"Person no.2","Day 7","Jrny 2",0.96371653,1.03490945,"Stage 1","Yes",7,5,35,"Under 1 mile","Walk, less than 1 mile",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, less than 1 mile","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",35,-9,"DNA","Last stage (Day 7)","Main stage",13232419200,"Thursday",7,"February",2002,"No","Yes",7,"Walk, less than 1 mile","Walk","One","Work","Home","Commuting","Commuting",5,"3 under 8 mins",35,5,"3 under 8 mins",35,720,"1200 - 1229","1200 - 1259","M-F 1000 - 1459",722.5,"1200 - 1229",725,"1200 - 1229",5,"Under 1 mile",35,"West Midlands","West Midlands",-9,"DNA"
"691","2002",20133,181,"Person no.3","Day 2","Jrny 1",0.94561036,1.01546573,"Stage 1","No",1,50,50,"5 to under 10 miles","Car",3,"Three",2,"Two",1,"One",-9,"DNA","Rear passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,-9,"DNA","Last stage (Days 1-6)","Main stage",13231987200,"Saturday",2,"February",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Other escort","Escort home (not own) & other escort","Other escort",10,"8 under 15 mins",10,10,"8 under 15 mins",10,1145,"1900 - 1929","1900 - 1959","Sat",1150,"1900 - 1929",1155,"1900 - 1929",50,"5 to under 10 miles",50,"West Midlands","West Midlands",-9,"DNA"
"692","2002",20133,191,"Person no.1","Day 7","Jrny 4",0.90990413,1,"Stage 1","No",1,20,20,"2 to under 3 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,0,"Nil","Last stage (Day 7)","Main stage",13233024000,"Thursday",14,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Day trip/ just walk","Home","Day trip","Day trip",5,"3 under 8 mins",5,5,"3 under 8 mins",5,900,"1500 - 1529","1500 - 1559","M-F 1500 - 1559",902.5,"1500 - 1529",905,"1500 - 1529",20,"2 to under 3 miles",20,"West Midlands","West Midlands",-9,"DNA"
"693","2002",20133,191,"Person no.2","Day 5","Jrny 2",0.93496808,1.02754571,"Stage 1","No",1,10,10,"1 to under 2 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Non-Household veh.","Non-Householdold car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,-9,"DNA","Last stage (Days 1-6)","Main stage",13232851200,"Tuesday",12,"February",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Work","Home","Commuting","Commuting",5,"3 under 8 mins",5,10,"8 under 15 mins",10,1080,"1800 - 1814","1800 - 1859","M-F 1800 - 1859",1085,"1800 - 1814",1090,"1800 - 1814",10,"1 to under 2 miles",10,"West Midlands","West Midlands",-9,"DNA"
"694","2002",20133,191,"Person no.2","Day 6","Jrny 2",0.93751749,1.03034756,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13232937600,"Wednesday",13,"February",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Work","Home","Commuting","Commuting",30,"30 under 45 mins",30,30,"30 under 45 mins",30,1110,"1830 - 1859","1800 - 1859","M-F 1800 - 1859",1125,"1830 - 1859",1140,"1900 - 1929",10,"1 to under 2 miles",10,"West Midlands","West Midlands",-9,"DNA"
"695","2002",20133,221,"Person no.1","Day 6","Jrny 1",0.88849208,1,"Stage 1","No",1,220,220,"15 to under 25 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Firm/work car park","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",40,"30 under 45 mins",40,0,"Nil","Last stage (Days 1-6)","Main stage",13231209600,"Thursday",24,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","In course of work","Business","Business",40,"30 under 45 mins",40,40,"30 under 45 mins",40,570,"0930 - 0959","0900 - 0959","M-F 0900 - 0959",590,"0930 - 0959",610,"1000 - 1029",220,"15 to under 25 miles",220,"West Midlands","West Midlands",-9,"DNA"
"696","2002",20133,221,"Person no.2","Day 2","Jrny 2",0.89024427,1.0019721,"Stage 1","No",1,10,10,"1 to under 2 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,-9,"DNA","Last stage (Days 1-6)","Main stage",13230864000,"Sunday",20,"January",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Entertain/ public activity","Home","Entertain/ public activity","Entertain/ public activity",10,"8 under 15 mins",10,15,"15 under 30 mins",15,1140,"1900 - 1929","1900 - 1959","Sun",1147.5,"1900 - 1929",1155,"1900 - 1929",10,"1 to under 2 miles",10,"West Midlands","West Midlands",-9,"DNA"
"697","2002",20133,221,"Person no.2","Day 6","Jrny 1",0.91545564,1.03034756,"Stage 1","No",1,10,10,"1 to under 2 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 2","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,150,"£1.50 to £1.99","Last stage (Days 1-6)","Main stage",13231209600,"Thursday",24,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Work","Commuting","Commuting",5,"3 under 8 mins",5,5,"3 under 8 mins",5,530,"0845 - 0859","0800 - 0859","M-F 0800 - 0859",532.5,"0845 - 0859",535,"0845 - 0859",10,"1 to under 2 miles",10,"West Midlands","West Midlands",-9,"DNA"
"698","2002",20134,11,"Person no.2","Day 3","Jrny 1",1.04162598,1.07491815,"Stage 1","No",1,60,60,"5 to under 10 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 2","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Days 1-6)","Main stage",13230950400,"Monday",21,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Escort shopping/pers. business","Escort shopping/pers. business","Other escort",10,"8 under 15 mins",10,10,"8 under 15 mins",10,540,"0900 - 0914","0900 - 0959","M-F 0900 - 0959",545,"0900 - 0914",550,"0900 - 0914",60,"5 to under 10 miles",60,"East Midlands","East Midlands",-9,"DNA"
"699","2002",20134,11,"Person no.2","Day 5","Jrny 7",1.01748575,1.05000636,"Stage 1","No",1,60,60,"5 to under 10 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 2","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Days 1-6)","Main stage",13231123200,"Wednesday",23,"January",2002,"No","No",1,"Private: car driver","Car/van driver","One","Other social","Home","Other social","Visit friends elsewhere",10,"8 under 15 mins",10,10,"8 under 15 mins",10,1130,"1830 - 1859","1800 - 1859","M-F 1800 - 1859",1135,"1830 - 1859",1140,"1900 - 1929",60,"5 to under 10 miles",60,"East Midlands","East Midlands",-9,"DNA"
"700","2002",20134,11,"Person no.3","Day 7","Jrny 3",1.08060153,1.11513943,"Stage 1","No",1,86,86,"5 to under 10 miles","Car",2,"Two",1,"One",1,"One",-9,"DNA","Rear passenger","DNA","Household vehicle 2","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,-9,"DNA","Last stage (Day 7)","Main stage",13231296000,"Friday",25,"January",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Escort shopping/pers. business","Escort shopping/pers. business","Other escort",20,"15 under 30 mins",20,20,"15 under 30 mins",20,860,"1400 - 1429","1400 - 1459","M-F 1000 - 1459",870,"1430 - 1459",880,"1430 - 1459",86,"5 to under 10 miles",86,"East Midlands","East Midlands",-9,"DNA"
"701","2002",20134,21,"Person no.1","Day 5","Jrny 1",1.04733842,1.02754571,"Stage 1","No",1,60,60,"5 to under 10 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Firm/work car park","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,0,"Nil","Last stage (Days 1-6)","Main stage",13232419200,"Thursday",7,"February",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Work","Commuting","Commuting",20,"15 under 30 mins",20,20,"15 under 30 mins",20,465,"0745 - 0759","0700 - 0759","M-F 0700 - 0759",475,"0745 - 0759",485,"0800 - 0814",60,"5 to under 10 miles",60,"East Midlands","East Midlands",-9,"DNA"
"702","2002",20134,21,"Person no.2","Day 3","Jrny 1",1.03057034,1.01109451,"Stage 1","No",1,90,90,"5 to under 10 miles","Other stage bus",1,"One",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","Other stage bus","Other stage bus",130,"£1 to under £1.50",-9,"DNA",130,"£1 to under £1.50","Ordinary adult",40,"30 under 45 mins",40,-9,"DNA","Last stage (Days 1-6)","Main stage",13232246400,"Tuesday",5,"February",2002,"No","No",1,"Other stage bus","Other stage bus","One","Home","Work","Commuting","Commuting",40,"30 under 45 mins",40,40,"30 under 45 mins",40,485,"0800 - 0814","0800 - 0859","M-F 0800 - 0859",505,"0815 - 0829",525,"0845 - 0859",90,"5 to under 10 miles",90,"East Midlands","East Midlands",130,"100-199p"
"703","2002",20134,21,"Person no.2","Day 4","Jrny 1",1.05245254,1.03256318,"Stage 1","No",1,90,90,"5 to under 10 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Non-Household veh.","Non-Householdold car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",25,"15 under 30 mins",25,-9,"DNA","Last stage (Days 1-6)","Main stage",13232332800,"Wednesday",6,"February",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Work","Commuting","Commuting",25,"15 under 30 mins",25,25,"15 under 30 mins",25,460,"0730 - 0744","0700 - 0759","M-F 0700 - 0759",472.5,"0745 - 0759",485,"0800 - 0814",90,"5 to under 10 miles",90,"East Midlands","East Midlands",-9,"DNA"
