"","h96","psuid","h88","i1","d1","j3","W5","W5xHH","s1","s28","ssxsc","s25","sd","s26","s2","s7t","s8t","s7a","s8a","s7c","s8c","s38","s15","s18","s19","s22","s24","s24a","s29","s30","s31","s32","s33","s34","s35","s36","s37","sttxsc","s39","s21","s40","s41","TRAVDATE","TRAVDay","TRAVDD","TRAVMM","TRAVYYYY","j14","j37","jjxsc","j36","j36a","j23","j24","j26","j28","j28a","j29","j30","jttxsc","j32","j33","jotxsc","j54","j31","j31a","j31b","j55","j56","j59","j60","jdungross","j34","jd","j57g","j58g","jtotcost","j62"
"3995","2002",20432,61,"Person no.1","Day 4","Jrny 2",0.84549169,1.03256318,"Stage 1","No",1,70,70,"5 to under 10 miles","Other stage bus",1,"One",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","Other stage bus","Other stage bus",100,"£1 to under £1.50",-9,"DNA",100,"£1 to under £1.50","Ordinary adult",45,"45 mins under 1 hour",45,-9,"DNA","Last stage (Days 1-6)","Main stage",13239763200,"Friday",3,"May",2002,"No","No",1,"Other stage bus","Other stage bus","One","Work","Home","Commuting","Commuting",45,"45 mins under 1 hour",45,45,"45 mins under 1 hour",45,1050,"1730 - 1744","1700 - 1759","M-F 1700 - 1759",1072.5,"1745 - 1759",1095,"1815 - 1829",70,"5 to under 10 miles",70,"West Midlands","West Midlands",100,"100-199p"
"3996","2002",20432,101,"Person no.1","Day 3","Jrny 3",0.86183809,1.01887545,"Stage 1","No",1,20,20,"2 to under 3 miles","Other stage bus",2,"Two",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","Other stage bus","Other stage bus",0,"No cost",-9,"DNA",0,"No cost","Ordinary adult",25,"15 under 30 mins",25,-9,"DNA","Last stage (Days 1-6)","Main stage",13238985600,"Wednesday",24,"April",2002,"No","No",1,"Other stage bus","Other stage bus","One","Escort education","Escort education","Escort education","Escort education",25,"15 under 30 mins",25,25,"15 under 30 mins",25,530,"0845 - 0859","0800 - 0859","M-F 0800 - 0859",542.5,"0900 - 0914",555,"0915 - 0929",20,"2 to under 3 miles",20,"West Midlands","West Midlands",0,"0"
"3997","2002",20432,161,"Person no.1","Day 7","Jrny 3",0.99563023,1.15963983,"Stage 1","No",1,25,25,"2 to under 3 miles","Taxi (inc. minicab until end-94)",2,"Two",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","Taxi (inc. minicab until end-94)","Taxi/minicab ",200,"£2 to under £3",-9,"DNA",200,"£2 to under £3","Ordinary adult",15,"15 under 30 mins",15,-9,"DNA","Last stage (Day 7)","Main stage",13238985600,"Wednesday",24,"April",2002,"No","No",1,"Taxi (inc. minicab until end 94)","Taxi/Minicab","One","Home","Eat/ drink with friends (inc. pers. bus. eat/drink pre-1995)","Eat/drink with friends","Visit friends elsewhere",15,"15 under 30 mins",15,30,"30 under 45 mins",30,870,"1430 - 1459","1400 - 1459","M-F 1000 - 1459",885,"1430 - 1459",900,"1500 - 1529",25,"2 to under 3 miles",25,"West Midlands","West Midlands",200,"200-499p"
"3998","2002",20432,171,"Person no.1","Day 4","Jrny 1",0.82834478,1,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13241491200,"Thursday",23,"May",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Home","Day trip/ just walk","Just walk","Other including just walk",30,"30 under 45 mins",30,30,"30 under 45 mins",30,570,"0930 - 0959","0900 - 0959","M-F 0900 - 0959",585,"0930 - 0959",600,"1000 - 1029",10,"1 to under 2 miles",10,"West Midlands","West Midlands",-9,"DNA"
"3999","2002",20432,211,"Person no.3","Day 2","Jrny 1",0.97688791,1.0019721,"Stage 1","No",1,120,120,"10 to under 15 miles","Car",3,"Three",2,"Two",1,"One",-9,"DNA","Rear passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13241145600,"Sunday",19,"May",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Visit friends","Visit friends at private home","Visit friends at private home",30,"30 under 45 mins",30,30,"30 under 45 mins",30,660,"1100 - 1129","1100 - 1159","Sun",675,"1100 - 1129",690,"1130 - 1159",120,"10 to under 15 miles",120,"West Midlands","West Midlands",-9,"DNA"
"4000","2002",20433,11,"Person no.2","Day 5","Jrny 3",1.08005891,1.16695421,"Stage 1","No",1,20,20,"2 to under 3 miles","Car",3,"Three",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,50,"50p to 99p","Last stage (Days 1-6)","Main stage",13240454400,"Saturday",11,"May",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Food shopping(from 98)","Food shopping(from 98)","Shopping",10,"8 under 15 mins",10,10,"8 under 15 mins",10,840,"1400 - 1429","1400 - 1459","Sat",845,"1400 - 1429",850,"1400 - 1429",20,"2 to under 3 miles",20,"West Midlands","West Midlands",-9,"DNA"
"4001","2002",20433,41,"Person no.1","Day 1","Jrny 3",0.9322315,1,"Stage 1","No",1,20,20,"2 to under 3 miles","Car",3,"Three",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Non-Household veh.","Non-Householdold car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,-9,"DNA","Last stage (Days 1-6)","Main stage",13238985600,"Wednesday",24,"April",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Other escort","Escort home (not own) & other escort","Other escort",5,"3 under 8 mins",5,5,"3 under 8 mins",5,1060,"1730 - 1744","1700 - 1759","M-F 1700 - 1759",1062.5,"1730 - 1744",1065,"1745 - 1759",20,"2 to under 3 miles",20,"West Midlands","West Midlands",-9,"DNA"
"4002","2002",20433,41,"Person no.1","Day 3","Jrny 1",0.94257415,1.01109451,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,-9,"DNA","Last stage (Days 1-6)","Main stage",13239158400,"Friday",26,"April",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Home","Work","Commuting","Commuting",20,"15 under 30 mins",20,20,"15 under 30 mins",20,520,"0830 - 0844","0800 - 0859","M-F 0800 - 0859",530,"0845 - 0859",540,"0900 - 0914",10,"1 to under 2 miles",10,"West Midlands","West Midlands",-9,"DNA"
"4003","2002",20433,71,"Person no.1","Day 2","Jrny 1",1.08005638,1.02319664,"Stage 1","No",1,210,210,"15 to under 25 miles","Van/lorry",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Firm/work car park","Household vehicle 2","Household van/ lorry-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,0,"Nil","Last stage (Days 1-6)","Main stage",13238899200,"Tuesday",23,"April",2002,"No","No",1,"Van/lorry: driver","Car/van driver","One","Home","Work","Commuting","Commuting",30,"30 under 45 mins",30,35,"30 under 45 mins",35,450,"0730 - 0744","0700 - 0759","M-F 0700 - 0759",467.5,"0745 - 0759",485,"0800 - 0814",210,"15 to under 25 miles",210,"West Midlands","West Midlands",-9,"DNA"
"4004","2002",20433,71,"Person no.1","Day 7","Jrny 2",1.32860325,1.25865872,"Stage 1","No",1,16,16,"1 to under 2 miles","Van/lorry",3,"Three",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 2","Household van/ lorry-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Day 7)","Main stage",13239331200,"Sunday",28,"April",2002,"No","No",1,"Van/lorry: driver","Car/van driver","One","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Shopping",10,"8 under 15 mins",10,10,"8 under 15 mins",10,670,"1100 - 1129","1100 - 1159","Sun",675,"1100 - 1129",680,"1100 - 1129",16,"1 to under 2 miles",16,"West Midlands","West Midlands",-9,"DNA"
"4005","2002",20433,71,"Person no.2","Day 2","Jrny 1",1.09652336,1.03879671,"Stage 1","No",1,10,10,"1 to under 2 miles","Walk, 1 mile or more",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,-9,"DNA","Last stage (Days 1-6)","Main stage",13238899200,"Tuesday",23,"April",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Home","Escort education","Escort education","Escort education",10,"8 under 15 mins",10,10,"8 under 15 mins",10,525,"0845 - 0859","0800 - 0859","M-F 0800 - 0859",530,"0845 - 0859",535,"0845 - 0859",10,"1 to under 2 miles",10,"West Midlands","West Midlands",-9,"DNA"
"4006","2002",20433,71,"Person no.2","Day 7","Jrny 2",1.32860325,1.25865872,"Stage 1","No",1,16,16,"1 to under 2 miles","Van/lorry",3,"Three",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 2","Household van/ lorry-passenger","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,-9,"DNA","Last stage (Day 7)","Main stage",13239331200,"Sunday",28,"April",2002,"No","No",1,"Van/lorry: passenger","Car/van passenger","One","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Shopping",10,"8 under 15 mins",10,10,"8 under 15 mins",10,670,"1100 - 1129","1100 - 1159","Sun",675,"1100 - 1129",680,"1100 - 1129",16,"1 to under 2 miles",16,"West Midlands","West Midlands",-9,"DNA"
"4007","2002",20433,71,"Person no.3","Day 2","Jrny 3",1.07189585,1.01546573,"Stage 1","No",1,40,40,"3 to under 5 miles","Car",2,"Two",1,"One",1,"One",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,-9,"DNA","Last stage (Days 1-6)","Main stage",13238899200,"Tuesday",23,"April",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Personal business other","Home","Personal business other","Other personal business",5,"3 under 8 mins",5,5,"3 under 8 mins",5,975,"1600 - 1629","1600 - 1659","M-F 1600 - 1659",977.5,"1600 - 1629",980,"1600 - 1629",40,"3 to under 5 miles",40,"West Midlands","West Midlands",-9,"DNA"
"4008","2002",20433,111,"Person no.1","Day 1","Jrny 1",1.57473919,1,"Stage 1","No",1,15,15,"1 to under 2 miles","Bicycle",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Bicycle","Bicycle",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,-9,"DNA","Last stage (Days 1-6)","Main stage",13238121600,"Sunday",14,"April",2002,"No","No",1,"Bicycle","Bicycle","One","Home","Work","Commuting","Commuting",15,"15 under 30 mins",15,15,"15 under 30 mins",15,345,"0500 - 0559","0500 - 0559","Sun",352.5,"0500 - 0559",360,"0600 - 0629",15,"1 to under 2 miles",15,"West Midlands","West Midlands",-9,"DNA"
"4009","2002",20433,111,"Person no.1","Day 2","Jrny 3",1.61126784,1.02319664,"Stage 1","No",1,15,15,"1 to under 2 miles","Bicycle",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Bicycle","Bicycle",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,-9,"DNA","Last stage (Days 1-6)","Main stage",13238208000,"Monday",15,"April",2002,"No","No",1,"Bicycle","Bicycle","One","Home","Work","Commuting","Commuting",15,"15 under 30 mins",15,15,"15 under 30 mins",15,885,"1430 - 1459","1400 - 1459","M-F 1000 - 1459",892.5,"1430 - 1459",900,"1500 - 1529",15,"1 to under 2 miles",15,"West Midlands","West Midlands",-9,"DNA"
"4010","2002",20433,111,"Person no.1","Day 6","Jrny 4",1.62252868,1.03034756,"Stage 1","No",1,15,15,"1 to under 2 miles","Bicycle",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Bicycle","Bicycle",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,-9,"DNA","Last stage (Days 1-6)","Main stage",13238553600,"Friday",19,"April",2002,"No","No",1,"Bicycle","Bicycle","One","Work","Home","Commuting","Commuting",15,"15 under 30 mins",15,45,"45 mins under 1 hour",45,1095,"1815 - 1829","1800 - 1859","M-F 1800 - 1859",1117.5,"1830 - 1859",1140,"1900 - 1929",15,"1 to under 2 miles",15,"West Midlands","West Midlands",-9,"DNA"
"4011","2002",20433,161,"Person no.1","Day 3","Jrny 2",0.91523149,1.12575056,"Stage 1","No",1,10,10,"1 to under 2 miles","Other stage bus",1,"One",-9,"Adult journey",-9,"Adult journey",1,"1","DNA","DNA","DNA","Other stage bus","Other stage bus",30,"30p to under 50p",-9,"DNA",30,"30p to under 50p","Ordinary adult",5,"3 under 8 mins",5,-9,"DNA","Last stage (Days 1-6)","Main stage",13239676800,"Thursday",2,"May",2002,"No","No",1,"Other stage bus","Other stage bus","One","Food shopping(from 98)","Home","Food shopping(from 98)","Shopping",5,"3 under 8 mins",5,5,"3 under 8 mins",5,680,"1100 - 1129","1100 - 1159","M-F 1000 - 1459",682.5,"1100 - 1129",685,"1100 - 1129",10,"1 to under 2 miles",10,"West Midlands","West Midlands",30,"1-49p"
"4012","2002",20433,171,"Person no.2","Day 3","Jrny 1",0.81829917,1.01237366,"Stage 1","No",1,30,30,"3 to under 5 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",35,"30 under 45 mins",35,-9,"DNA","Last stage (Days 1-6)","Main stage",13239590400,"Wednesday",1,"May",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Home","Entertain/ public activity","Entertain/ public activity","Entertain/ public activity",35,"30 under 45 mins",35,35,"30 under 45 mins",35,510,"0830 - 0844","0800 - 0859","M-F 0800 - 0859",527.5,"0845 - 0859",545,"0900 - 0914",30,"3 to under 5 miles",30,"West Midlands","West Midlands",-9,"DNA"
"4013","2002",20433,211,"Person no.1","Day 2","Jrny 6",1.06509701,1.0019721,"Stage 1","No",1,220,220,"15 to under 25 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Street","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,0,"Nil","Last stage (Days 1-6)","Main stage",13238726400,"Sunday",21,"April",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Eat/ drink with friends (inc. pers. bus. eat/drink pre-1995)","Eat/drink with friends","Visit friends elsewhere",30,"30 under 45 mins",30,30,"30 under 45 mins",30,1260,"2100 - 2129","2100 - 2159","Sun",1275,"2100 - 2129",1290,"2130 - 2159",220,"15 to under 25 miles",220,"West Midlands","West Midlands",-9,"DNA"
"4014","2002",20433,211,"Person no.1","Day 6","Jrny 8",1.21669999,1.14459006,"Stage 1","No",1,15,15,"1 to under 2 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,0,"Nil","Last stage (Days 1-6)","Main stage",13239072000,"Thursday",25,"April",2002,"No","No",1,"Private: car driver","Car/van driver","One","Non food shopping(inc. food shopping before 98)","Home","Non food shopping(inc. food shopping before 98)","Shopping",5,"3 under 8 mins",5,5,"3 under 8 mins",5,900,"1500 - 1529","1500 - 1559","M-F 1500 - 1559",902.5,"1500 - 1529",905,"1500 - 1529",15,"1 to under 2 miles",15,"West Midlands","West Midlands",-9,"DNA"
"4015","2002",20433,211,"Person no.1","Day 6","Jrny 15",1.14238701,1.07468137,"Stage 1","No",1,20,20,"2 to under 3 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Days 1-6)","Main stage",13239072000,"Thursday",25,"April",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Eat/ drink with friends (inc. pers. bus. eat/drink pre-1995)","Eat/drink with friends","Visit friends elsewhere",10,"8 under 15 mins",10,10,"8 under 15 mins",10,1320,"2200 - 2229","2200 - 2259","M-F Other times",1325,"2200 - 2229",1330,"2200 - 2229",20,"2 to under 3 miles",20,"West Midlands","West Midlands",-9,"DNA"
"4016","2002",20433,211,"Person no.1","Day 7","Jrny 4",1.33795505,1.25865872,"Stage 1","No",1,20,20,"2 to under 3 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",10,0,"Nil","Last stage (Day 7)","Main stage",13239158400,"Friday",26,"April",2002,"No","No",1,"Private: car driver","Car/van driver","One","Food shopping(from 98)","Home","Food shopping(from 98)","Shopping",10,"8 under 15 mins",10,10,"8 under 15 mins",10,1100,"1815 - 1829","1800 - 1859","M-F 1800 - 1859",1105,"1815 - 1829",1110,"1830 - 1859",20,"2 to under 3 miles",20,"West Midlands","West Midlands",-9,"DNA"
"4017","2002",20433,221,"Person no.1","Day 2","Jrny 5",0.96525073,1.01546573,"Stage 1","No",1,40,40,"3 to under 5 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Not parked","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,0,"Nil","Last stage (Days 1-6)","Main stage",13238812800,"Monday",22,"April",2002,"No","No",1,"Private: car driver","Car/van driver","One","Home","Escort work","Escort commuting","Other escort",5,"3 under 8 mins",5,5,"3 under 8 mins",5,1365,"2230 - 2259","2200 - 2259","M-F Other times",1367.5,"2230 - 2259",1370,"2230 - 2259",40,"3 to under 5 miles",40,"West Midlands","West Midlands",-9,"DNA"
"4018","2002",20433,221,"Person no.1","Day 4","Jrny 6",1.01540813,1.06823244,"Stage 1","No",1,40,40,"3 to under 5 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","On own/friends premises","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",5,"3 under 8 mins",5,0,"Nil","Last stage (Days 1-6)","Main stage",13238985600,"Wednesday",24,"April",2002,"No","No",1,"Private: car driver","Car/van driver","One","Escort work","Home","Escort commuting","Other escort",5,"3 under 8 mins",5,5,"3 under 8 mins",5,1140,"1900 - 1929","1900 - 1959","M-F Other times",1142.5,"1900 - 1929",1145,"1900 - 1929",40,"3 to under 5 miles",40,"West Midlands","West Midlands",-9,"DNA"
"4019","2002",20434,21,"Person no.2","Day 4","Jrny 2",0.87073537,1.12042203,"Stage 1","No",1,30,30,"3 to under 5 miles","Car",3,"Three",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Non-Household veh.","Non-Householdold car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",23,"15 under 30 mins",23,-9,"DNA","Last stage (Days 1-6)","Main stage",13239504000,"Tuesday",30,"April",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Holiday: base","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Shopping",23,"15 under 30 mins",23,23,"15 under 30 mins",23,975,"1600 - 1629","1600 - 1659","M-F 1600 - 1659",986.5,"1600 - 1629",998,"1630 - 1644",30,"3 to under 5 miles",30,"Scotland","Scotland",-9,"DNA"
"4020","2002",20434,31,"Person no.1","Day 4","Jrny 1",0.9689354,1,"Stage 1","No",1,30,30,"3 to under 5 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",50,"45 mins under 1 hour",50,-9,"DNA","Last stage (Days 1-6)","Main stage",13241145600,"Sunday",19,"May",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Home","Day trip/ just walk","Just walk","Other including just walk",50,"45 mins under 1 hour",50,50,"45 mins under 1 hour",50,570,"0930 - 0959","0900 - 0959","Sun",595,"0930 - 0959",620,"1000 - 1029",30,"3 to under 5 miles",30,"East Midlands","East Midlands",-9,"DNA"
"4021","2002",20434,31,"Person no.3","Day 2","Jrny 3",0.97084623,1.0019721,"Stage 1","No",1,80,80,"5 to under 10 miles","Car",4,"Four",1,"One",3,"Three",-9,"DNA","Rear passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13240972800,"Friday",17,"May",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Entertain/ public activity","Home","Entertain/ public activity","Entertain/ public activity",30,"30 under 45 mins",30,30,"30 under 45 mins",30,1050,"1730 - 1744","1700 - 1759","M-F 1700 - 1759",1065,"1745 - 1759",1080,"1800 - 1814",80,"5 to under 10 miles",80,"East Midlands","East Midlands",-9,"DNA"
"4022","2002",20434,31,"Person no.5","Day 1","Jrny 1",0.9689354,1,"Stage 1","No",1,80,80,"5 to under 10 miles","Car",3,"Three",1,"One",2,"Two",-9,"DNA","Rear passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13240886400,"Thursday",16,"May",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Personal business other","Personal business other","Other personal business",30,"30 under 45 mins",30,30,"30 under 45 mins",30,450,"0730 - 0744","0700 - 0759","M-F 0700 - 0759",465,"0745 - 0759",480,"0800 - 0814",80,"5 to under 10 miles",80,"East Midlands","East Midlands",-9,"DNA"
"4023","2002",20434,41,"Person no.2","Day 2","Jrny 2",0.80040631,1,"Stage 1","No",1,22,22,"2 to under 3 miles","Car",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Driver","Public car park (All pre-1998)","Household vehicle 1","Household car-driver","Car/van driver",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",20,"15 under 30 mins",20,0,"Nil","Last stage (Days 1-6)","Main stage",13239590400,"Wednesday",1,"May",2002,"No","No",1,"Private: car driver","Car/van driver","One","In course of work","In course of work","Business","Business",20,"15 under 30 mins",20,20,"15 under 30 mins",20,995,"1630 - 1644","1600 - 1659","M-F 1600 - 1659",1005,"1645 - 1659",1015,"1645 - 1659",22,"2 to under 3 miles",22,"East Midlands","East Midlands",-9,"DNA"
"4024","2002",20434,61,"Person no.1","Day 3","Jrny 1",0.89626516,1.01237366,"Stage 1","No",1,15,15,"1 to under 2 miles","Walk, 1 mile or more",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, 1 mile or more","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13239936000,"Sunday",5,"May",2002,"No","No",1,"Walk, 1 mile or more","Walk","One","Home","Other social","Other social","Visit friends elsewhere",30,"30 under 45 mins",30,30,"30 under 45 mins",30,660,"1100 - 1129","1100 - 1159","Sun",675,"1100 - 1129",690,"1130 - 1159",15,"1 to under 2 miles",15,"East Midlands","East Midlands",-9,"DNA"
"4025","2002",20434,61,"Person no.1","Day 7","Jrny 3",0.91621634,1.03490945,"Stage 1","Yes",7,4,28,"Under 1 mile","Walk, less than 1 mile",1,"One",-9,"Adult journey",-9,"Adult journey",-9,"DNA","DNA","DNA","DNA","Walk, less than 1 mile","Walk",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",10,"8 under 15 mins",70,-9,"DNA","Last stage (Day 7)","Main stage",13240281600,"Thursday",9,"May",2002,"No","Yes",7,"Walk, less than 1 mile","Walk","One","Home","Non food shopping(inc. food shopping before 98)","Non food shopping(inc. food shopping before 98)","Shopping",10,"8 under 15 mins",70,10,"8 under 15 mins",70,600,"1000 - 1029","1000 - 1059","M-F 1000 - 1459",605,"1000 - 1029",610,"1000 - 1029",4,"Under 1 mile",28,"East Midlands","East Midlands",-9,"DNA"
"4026","2002",20434,91,"Person no.1","Day 7","Jrny 1",1.18341388,1.15963983,"Stage 1","No",1,30,30,"3 to under 5 miles","Car",2,"Two",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",15,"15 under 30 mins",15,-9,"DNA","Last stage (Day 7)","Main stage",13238726400,"Sunday",21,"April",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Home","Visit friends","Visit friends at private home","Visit friends at private home",15,"15 under 30 mins",15,15,"15 under 30 mins",15,720,"1200 - 1229","1200 - 1259","Sun",727.5,"1200 - 1229",735,"1200 - 1229",30,"3 to under 5 miles",30,"East Midlands","East Midlands",-9,"DNA"
"4027","2002",20434,101,"Person no.2","Day 1","Jrny 2",0.90523918,1,"Stage 1","No",1,90,90,"5 to under 10 miles","Car",3,"Three",-9,"Adult journey",-9,"Adult journey",-9,"DNA","Front passenger","DNA","Household vehicle 1","Household car-pass.","Car/van passenger",-9,"DNA (not public stage)",-9,"DNA",-9,"DNA","DNA (not public stage)",30,"30 under 45 mins",30,-9,"DNA","Last stage (Days 1-6)","Main stage",13239849600,"Saturday",4,"May",2002,"No","No",1,"Private: car passenger","Car/van passenger","One","Entertain/ public activity","Home","Entertain/ public activity","Entertain/ public activity",30,"30 under 45 mins",30,30,"30 under 45 mins",30,735,"1200 - 1229","1200 - 1259","Sat",750,"1230 - 1259",765,"1230 - 1259",90,"5 to under 10 miles",90,"East Midlands","East Midlands",-9,"DNA"
