2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 ,2024 ,2025 ,2026 ,2027 ,2028 ,2029 ,2030 ,2031 ,2032 ,2033 ,2034 ,2035 ,2036 ,2037 ,,2041 ,2046 ,2051 ,2056 ,2061 ,2062 
53493.73,53843.60,54227.86,54613.42,55019.79,55414.47,55811.75,56198.28,56582.08,56962.14,57337.75,57708.20,58072.64,58430.48,58781.07,59124.04,59459.31,59786.79,60106.51,60418.75,60723.89,61022.45,61315.14,61602.74,61886.07,62165.98,,63264.60,64605.79,65882.87,67069.70,68189.19,68410.55
